"관리번호","자치구","와이파이명","도로명주소","상세주소","설치위치(층)","설치유형","설치기관","서비스구분","망종류","설치년도","실내외구분","wifi접속환경","X좌표","Y좌표","작업일자"
"SIGMUL067","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.832","37.570263","2022-03-06 10:57:54.0"
"SIGMUL068","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83153","37.56984","2022-03-06 10:57:54.0"
"SIGMUL069","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.831436","37.569336","2022-03-06 10:57:54.0"
"SIGMUL070","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83163","37.568634","2022-03-06 10:57:54.0"
"SIGMUL071","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83209","37.568398","2022-03-06 10:57:54.0"
"SIGMUL072","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83106","37.56771","2022-03-06 10:57:54.0"
"SIGMUL073","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83116","37.567173","2022-03-06 10:57:54.0"
"SIGMUL074","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83117","37.56745","2022-03-06 10:57:54.0"
"SIGMUL075","강서구","서울식물원","서울 강서구 마곡동로 161","물가쉼터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83198","37.56759","2022-03-06 10:57:54.0"
"SIGMUL076","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.8296","37.566853","2022-03-06 10:57:54.0"
"SIGMUL077","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.82865","37.566563","2022-03-06 10:57:54.0"
"SIGMUL078","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.828514","37.5661","2022-03-06 10:57:54.0"
"SIGMUL079","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.828","37.56512","2022-03-06 10:57:54.0"
"SIGMUL080","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.82923","37.566242","2022-03-06 10:57:54.0"
"SIGMUL081","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83022","37.566845","2022-03-06 10:57:54.0"
"SIGMUL082","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83147","37.566612","2022-03-06 10:57:54.0"
"SIGMUL083","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83056","37.566124","2022-03-06 10:57:54.0"
"SIGMUL084","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83079","37.56603","2022-03-06 10:57:54.0"
"SIGMUL085","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.831894","37.56605","2022-03-06 10:57:54.0"
"SIGMUL086","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83114","37.56505","2022-03-06 10:57:54.0"
"SIGMUL087","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.827934","37.56498","2022-03-06 10:57:54.0"
"SIGMUL088","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.82853","37.564533","2022-03-06 10:57:54.0"
"SIGMUL089","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.829315","37.56434","2022-03-06 10:57:54.0"
"SIGMUL090","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.82992","37.564457","2022-03-06 10:57:54.0"
"SIGMUL091","강서구","서울식물원","서울 강서구 마곡동로 161","방문자센터 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83094","37.56421","2022-03-06 10:57:54.0"
"SIGMUL092","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83219","37.564434","2022-03-06 10:57:54.0"
"SIGMUL093","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83298","37.564236","2022-03-06 10:57:54.0"
"SIGMUL094","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.833595","37.563976","2022-03-06 10:57:54.0"
"SIGMUL095","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83341","37.5648","2022-03-06 10:57:54.0"
"SIGMUL096","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83172","37.56501","2022-03-06 10:57:54.0"
"SIGMUL097","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83164","37.565","2022-03-06 10:57:54.0"
"SIGMUL098","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83222","37.565193","2022-03-06 10:57:54.0"
"SIGMUL099","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83244","37.565144","2022-03-06 10:57:54.0"
"SIGMUL100","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.833206","37.565495","2022-03-06 10:57:54.0"
"SIGMUL101","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83415","37.565235","2022-03-06 10:57:54.0"
"SIGMUL102","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83368","37.566067","2022-03-06 10:57:54.0"
"SIGMUL103","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83238","37.565704","2022-03-06 10:57:54.0"
"SIGMUL104","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83176","37.566917","2022-03-06 10:57:54.0"
"SIGMUL105","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.832954","37.56653","2022-03-06 10:57:54.0"
"SIGMUL106","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.833725","37.5665","2022-03-06 10:57:54.0"
"SIGMUL107","강서구","서울식물원","서울 강서구 마곡동로 161","숲문화학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83397","37.566944","2022-03-06 10:57:54.0"
"SIGMUL108","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83295","37.567425","2022-03-06 10:57:54.0"
"SIGMUL109","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83348","37.56789","2022-03-06 10:57:54.0"
"SIGMUL110","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83428","37.567905","2022-03-06 10:57:54.0"
"SIGMUL111","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83279","37.568027","2022-03-06 10:57:54.0"
"SIGMUL112","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83279","37.568684","2022-03-06 10:57:54.0"
"SIGMUL113","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83349","37.5686","2022-03-06 10:57:54.0"
"SIGMUL114","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.834145","37.568317","2022-03-06 10:57:54.0"
"SIGMUL115","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터 주변","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83558","37.568825","2022-03-06 10:57:54.0"
"SIGMUL116","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터 주변","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.8346","37.569134","2022-03-06 10:57:54.0"
"SIGMUL117","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.8327","37.569187","2022-03-06 10:57:54.0"
"SIGMUL118","강서구","서울식물원","서울 강서구 마곡동로 161","주제정원 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83341","37.569218","2022-03-06 10:57:54.0"
"SIGMUL119","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터 주변","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.834465","37.56949","2022-03-06 10:57:54.0"
"SIGMUL120","강서구","서울식물원","서울 강서구 마곡동로 161","식물연구소 앞","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.835884","37.56946","2022-03-06 10:57:54.0"
"SIGMUL121","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83559","37.569714","2022-03-06 10:57:54.0"
"SIGMUL122","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 하부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83332","37.569992","2022-03-06 10:57:54.0"
"SIGMUL123","강서구","서울식물원","서울 강서구 마곡동로 161","어린이정원학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83388","37.570503","2022-03-06 10:57:54.0"
"SIGMUL124","강서구","서울식물원","서울 강서구 마곡동로 161","어린이정원학교 야외","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.8336","37.571327","2022-03-06 10:57:54.0"
"SIGMUL125","강서구","서울식물원","서울 강서구 마곡동로 161","재배온실A 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83502","37.57125","2022-03-06 10:57:54.0"
"SIGMUL126","강서구","서울식물원","서울 강서구 마곡동로 161","재배온실A 주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83597","37.57107","2022-03-06 10:57:54.0"
"SIGMUL127","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83366","37.5717","2022-03-06 10:57:54.0"
"SIGMUL128","강서구","서울식물원","서울 강서구 마곡동로 161","호수공원 상부","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.833046","37.57197","2022-03-06 10:57:54.0"
"SIGMUL129","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL130","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL131","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL132","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL133","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL134","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL135","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL136","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL137","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL138","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL139","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","TF","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL140","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","온실","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL141","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","온실","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실내","","126.83494","37.569275","2022-03-06 10:57:54.0"
"SIGMUL142","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","온실","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실내","","126.83494","37.569275","2022-03-06 10:57:54.0"
"SIGMUL143","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","온실","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실내","","126.83494","37.569275","2022-03-06 10:57:54.0"
"SIGMUL144","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","온실","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2018","실내","","126.83494","37.569275","2022-03-06 10:57:54.0"
"SIGMUL145","강서구","서울식물원","서울 강서구 마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83559","37.575954","2022-03-06 10:57:54.0"
"SIGMUL146","강서구","서울식물원","서울 강서구 마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83525","37.575165","2022-03-06 10:57:54.0"
"SIGMUL147","강서구","서울식물원","서울 강서구 마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.834854","37.57447","2022-03-06 10:57:54.0"
"SIGMUL148","강서구","서울식물원","서울 강서구 마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.834274","37.573483","2022-03-06 10:57:54.0"
"SIGMUL149","강서구","서울식물원","서울 강서구 마곡동로 161","저류지 야외","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2018","실외","","126.83435","37.573154","2022-03-06 10:57:54.0"
"SIGMUL150","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","1F","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2020","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL151","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","1F","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2020","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL152","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","1F","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2020","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL153","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","1F","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2020","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"SIGMUL154","강서구","서울식물원","서울 강서구 마곡동로 161","식물문화센터","1F","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2020","실내","","126.83503","37.570023","2022-03-06 10:57:54.0"
"WF120010","강서구","강서한강안내센터","강서구 양천로27길 279-23 강서안내센터","사무실 2F","2","7-1. 커뮤니티 - 행정","서울시(AP)","공공WiFi","임대망","2020","실내","","126.81714","37.5865","2022-03-06 10:57:54.0"
"WF120011","강서구","강서한강안내센터","강서구 양천로27길 279-23 강서안내센터","옥외 2F","2","3. 공원(하천)","서울시(AP)","공공WiFi","임대망","2019","실외","","126.81714","37.5865","2022-03-06 10:57:54.0"
"WF121165","강서구","까치산역#2","강서구 강서로 54","2호선 까치산역 1번출구","","1. 주요거리","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.84634","37.532673","2022-03-06 10:57:54.0"
"WF121166","강서구","까치산역#3","강서구 강서로5길 64","2호선 까치산역 2번출구","","1. 주요거리","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.848045","37.529686","2022-03-06 10:57:54.0"
"WF131218","강서구","방신재래시장","강서구 방화동로 126","방화동 567-23(옥천한방왕족발기둥)","","2. 전통시장","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.81214","37.572014","2022-03-06 10:57:54.0"
"WF131219","강서구","방신재래시장","강서구 방화동로 126","방화동 567-23(옥천한방왕족발기둥)","","2. 전통시장","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.81214","37.572014","2022-03-06 10:57:54.0"
"WF131220","강서구","방신재래시장","강서구 방화동로16길 19","방화동 567-23(형제수산기둥)","","2. 전통시장","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.8127","37.571087","2022-03-06 10:57:54.0"
"WF131225","강서구","방화근린공원","방화3동 855(꿩고개화장실앞 CCTV)","방화3동 855(꿩고개화장실앞 CCTV)","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.814095","37.582256","2022-03-06 10:57:54.0"
"WF131232","강서구","화곡중앙시장","강서구 월정로30길 60","화곡1동 370-76(영광슈퍼기둥위)","","2. 전통시장","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.83929","37.53491","2022-03-06 10:57:54.0"
"WF131234","강서구","화곡중앙시장","강서구 월정로30길 82","화곡1동 370-76(멸치국수기둥위)","","2. 전통시장","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.84024","37.535282","2022-03-06 10:57:54.0"
"WF141302","강서구","공암나루근린공원","강서구 강서로80길 117","가양동 1459-9 CCTV C111007","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.84459","37.57322","2022-03-06 10:57:54.0"
"WF141308","강서구","덕원여고정문","강서구 강서로45길 91-44","강서로45길 91-44(내발산동 산58-2)학교정문","","1. 주요거리","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.83009","37.54893","2022-03-06 10:57:54.0"
"WF141312","강서구","등촌근린공원","강서구 강서로62길 35","강서로62길 35(등촌동 687-4)공원주변","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.8416","37.563744","2022-03-06 10:57:54.0"
"WF151240","강서구","공항시장역2번출구","강서구 방화동로 41","방화동로41","","1. 주요거리","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.811066","37.564377","2022-03-06 10:57:54.0"
"WF151253","강서구","백연어린이공원","강서구 까치산로 145","화곡동 980-2","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.85192","37.550667","2022-03-06 10:57:54.0"
"WF151255","강서구","새싹어린이공원","강서구 양천로14길 86","양천로 14길 86","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.80871","37.569412","2022-03-06 10:57:54.0"
"WF161149","강서구","개나리공원","강서구 화곡로43가길 33","우장산동 75-3","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.84403","37.54831","2022-03-06 10:57:54.0"
"WF161158","강서구","오피앙옆공원","강서구 금낭화로 136","방화3동830-6","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.8132","37.57778","2022-03-06 10:57:54.0"
"WF171610","강서구","나들이어린이공원","강서구 가양동1459-1","가양동1459-1(P113003 아파트단지내)","","3. 공원(하천)","서울시(AP)","공공WiFi","자가망U무선망","2019","실외","","126.8443","37.571804","2022-03-06 10:57:55.0"
"WF171624","강서구","내발산동문화센터","강서구 내발산동 648-8","1층 사무실","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171625","강서구","내발산동문화센터","강서구 내발산동 648-8","지하1층","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171626","강서구","내발산동문화센터","강서구 내발산동 648-8","강서로52길 89(내발산동 648-8 4층 강의실)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171627","강서구","내발산동문화센터","강서구 내발산동 648-8","강서로52길 89(내발산동 648-8 4층 탁구교실)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171628","강서구","내발산동문화센터","강서구 내발산동 648-8","강서로52길 89(내발산동 648-8 6층 도서관)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171629","강서구","내발산동문화센터","강서구 내발산동 648-8","강서로52길 89(내발산동 648-8 6층 도서관1)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171630","강서구","내발산동문화센터","강서구 내발산동 648-8","강서로52길 89(내발산동 648-8 7층 복층)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.843185","37.55749","2022-03-06 10:57:55.0"
"WF171631","강서구","염창지역정보센터","강서구 염창동 270-1","공항대로61길 50(염창동 270-1 1층 도서관)","","7-2. 커뮤니티 - 경제","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.86664","37.553047","2022-03-06 10:57:55.0"
"WF171632","강서구","염창지역정보센터","강서구 염창동 270-1","공항대로61길 50(염창동 270-1 1층 강의실)","","7-2. 커뮤니티 - 경제","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.86664","37.553047","2022-03-06 10:57:55.0"
"WF171633","강서구","푸른들청소년도서관","강서구 화곡동 1019","강서로45다길 71(화곡동 1019 지하1층 도서관)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.83511","37.544647","2022-03-06 10:57:55.0"
"WF171634","강서구","푸른들청소년도서관","강서구 화곡동 1019","강서로45다길 71(화곡동 1019 1층 도서관)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.83511","37.544647","2022-03-06 10:57:55.0"
"WF171635","강서구","푸른들청소년도서관","강서구 화곡동 1019","강서로45다길 71(화곡동 1019 2층 도서관 1)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.83511","37.544647","2022-03-06 10:57:55.0"
"WF171636","강서구","푸른들청소년도서관","강서구 화곡동 1019","강서로45다길 71(화곡동 1019 2층 도서관 2)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.83511","37.544647","2022-03-06 10:57:55.0"
"WF171637","강서구","푸른들청소년도서관","강서구 화곡동 1019","강서로45다길 71(화곡동 1019 3층 다목적실)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.83511","37.544647","2022-03-06 10:57:55.0"
"WF171638","강서구","길꽃어린이도서관","강서구 방화동 828","금낭화로24길 5(방화동 828 1층)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.81382","37.57867","2022-03-06 10:57:55.0"
"WF171639","강서구","길꽃어린이도서관","강서구 방화동 828","금낭화로24길 5(방화동 828 2층)","","4. 문화관광체육시설","서울시(AP)","공공WiFi","자가망U무선망","2017","실내","","126.81382","37.57867","2022-03-06 10:57:55.0"
